Geography,Year,Sex,Incidence Rate (Age-standardized),Incident Cases (Across all ages),Population At-Risk (Across All Ages),Standard Error,Standard Score,Alberta Rate
Z1.1,2017,MALE,31.3,6.0,18817.998719,12.8,-0.65,39.596
Z1.1,2018,BOTH,33.304,14.0,37827.85175,9.04,0.5,28.824
Z1.1,2018,FEMALE,12.24,3.0,19022.816989,7.12,-1.15,20.429
Z1.1,2018,MALE,60.24,11.0,18805.034761,18.55,1.14,39.03
Z1.1,2019,BOTH,20.458,9.0,37799.362446,7.08,-1.23,29.181
Z1.1,2019,FEMALE,19.697,4.0,19001.066201,10.4,-0.21,21.923
Z1.1,2019,MALE,21.108,5.0,18798.296246,9.49,-1.8,38.16
Z1.1,2020,BOTH,27.015,13.0,37901.744463,7.57,0.04,26.747
Z1.1,2020,FEMALE,21.285,5.0,18998.357884,9.68,0.39,17.548
Z1.1,2020,MALE,33.238,8.0,18903.386579,11.83,-0.4,37.939
Z1.2,2004,BOTH,30.383,11.0,51444.26282,9.19,0.68,24.141
Z1.2,2004,FEMALE,18.481,4.0,25079.110054,9.24,0.12,17.354
Z1.2,2004,MALE,49.722,7.0,26365.152765,19.14,0.83,33.816
Z1.2,2005,BOTH,23.266,9.0,52073.918819,7.78,-0.21,24.936
Z1.2,2005,FEMALE,23.727,5.0,25384.629598,10.63,0.65,16.865
Z1.2,2005,MALE,22.512,4.0,26689.289221,11.5,-1.14,35.595
Z1.2,2006,BOTH,23.061,9.0,52825.843552,7.71,-0.15,24.209
Z1.2,2006,FEMALE,34.495,7.0,25736.244128,13.1,1.19,18.961
Z1.2,2006,MALE,10.418,2.0,27089.599424,7.4,-2.86,31.565
Z1.2,2007,BOTH,17.422,7.0,54074.280043,6.59,-1.09,24.627
Z1.2,2007,FEMALE,18.349,4.0,26329.178287,9.22,0.01,18.289
Z1.2,2007,MALE,17.307,3.0,27745.101756,10.02,-1.57,33.082
Z1.2,2008,BOTH,23.865,10.0,55155.504918,7.56,0.22,22.229
Z1.2,2008,FEMALE,13.988,3.0,26893.823592,8.12,-0.22,15.812
Z1.2,2008,MALE,32.27,7.0,28261.681326,12.21,0.14,30.599
Z1.2,2009,BOTH,19.46,8.0,56208.84595,6.88,-0.83,25.195
Z1.2,2009,FEMALE,9.16,2.0,27392.881057,6.49,-1.49,18.837
Z1.2,2009,MALE,33.969,6.0,28815.964892,14.0,0.03,33.61
Z1.2,2010,BOTH,21.16,9.0,57217.810323,7.06,-0.58,25.232
Z1.2,2010,FEMALE,12.482,3.0,28015.021823,7.22,-0.68,17.428
Z1.2,2010,MALE,32.322,6.0,29202.7885,13.48,-0.22,35.286
Z1.2,2011,BOTH,29.893,13.0,57831.132431,8.3,0.53,25.488
Z1.2,2011,FEMALE,11.855,3.0,28311.991335,6.88,-0.98,18.587
Z1.2,2011,MALE,50.026,10.0,29519.141096,16.22,0.98,34.139
Z1.2,2012,BOTH,15.395,7.0,58252.963706,5.82,-1.5,24.154
Z1.2,2012,FEMALE,4.65,1.0,28520.707307,4.65,-2.86,17.935
Z1.2,2012,MALE,26.061,6.0,29732.256399,10.66,-0.55,31.937
Z1.2,2013,BOTH,24.437,11.0,58693.191421,7.38,0.19,23.005
Z1.2,2013,FEMALE,20.965,5.0,28689.4303,9.42,0.45,16.695
Z1.2,2013,MALE,26.744,6.0,30003.761121,10.93,-0.39,30.956
Z1.2,2014,BOTH,21.749,10.0,59114.340222,6.89,-0.3,23.783
Z1.2,2014,FEMALE,19.304,5.0,29003.738428,8.67,0.25,17.13
Z1.2,2014,MALE,23.927,5.0,30110.601794,10.83,-0.77,32.318
Z1.2,2015,BOTH,36.41,17.0,59455.206571,8.85,1.32,24.775
Z1.2,2015,FEMALE,28.043,7.0,29226.23972,10.64,0.95,17.915
Z1.2,2015,MALE,43.563,10.0,30228.966851,13.83,0.74,33.338
Z1.2,2016,BOTH,30.704,14.0,59732.897856,8.24,0.13,29.627
Z1.2,2016,FEMALE,21.56,5.0,29389.276901,9.71,0.04,21.156
Z1.2,2016,MALE,42.811,9.0,30343.620955,14.36,0.16,40.467
Z1.2,2017,BOTH,40.052,20.0,60518.792589,8.99,1.19,29.394
Z1.2,2017,FEMALE,32.991,8.0,29863.056093,11.71,0.99,21.429
Z1.2,2017,MALE,48.86,12.0,30655.736497,14.22,0.65,39.596
Z1.2,2018,BOTH,29.714,16.0,61218.649919,7.48,0.12,28.824
Z1.2,2018,FEMALE,29.107,8.0,30187.596155,10.33,0.84,20.429
Z1.2,2018,MALE,29.709,8.0,31031.053764,10.61,-0.88,39.03
Z1.2,2019,BOTH,27.627,15.0,61409.871679,7.2,-0.22,29.181
Z1.2,2019,FEMALE,31.009,9.0,30279.778897,10.38,0.88,21.923
Z1.2,2019,MALE,23.671,6.0,31130.092783,9.78,-1.48,38.16
Z1.2,2020,BOTH,12.909,8.0,62250.972527,4.57,-3.03,26.747
Z1.2,2020,FEMALE,9.523,3.0,30740.008317,5.5,-1.46,17.548
Z1.2,2020,MALE,16.304,5.0,31510.96421,7.31,-2.96,37.939
Z1.3,2004,BOTH,36.646,8.0,37754.810562,13.03,0.96,24.141
Z1.3,2004,FEMALE,41.0,5.0,17593.820372,18.48,1.28,17.354
Z1.3,2004,MALE,32.817,3.0,20160.99019,19.45,-0.05,33.816
Z1.3,2005,BOTH,16.636,4.0,38535.055114,8.5,-0.98,24.936
Z1.3,2005,FEMALE,0.0,0.0,18041.251188,11.08,-1.52,16.865
Z1.3,2005,MALE,40.86,4.0,20493.803926,21.57,0.24,35.595
Z1.3,2006,BOTH,22.062,5.0,39062.945968,9.87,-0.22,24.209
Z1.3,2006,FEMALE,23.589,3.0,18306.063677,13.7,0.34,18.961
Z1.3,2006,MALE,17.455,2.0,20756.882291,12.34,-1.14,31.565
Z1.3,2007,BOTH,7.99,2.0,39835.873812,5.71,-2.91,24.627
Z1.3,2007,FEMALE,6.846,1.0,18592.826591,6.85,-1.67,18.289
Z1.3,2007,MALE,6.577,1.0,21243.04722,6.58,-4.03,33.082
Z1.3,2008,BOTH,28.213,7.0,40232.454318,10.72,0.56,22.229
Z1.3,2008,FEMALE,30.214,4.0,18808.664226,15.15,0.95,15.812
Z1.3,2008,MALE,30.977,3.0,21423.790093,18.41,0.02,30.599
Z1.3,2009,BOTH,25.037,6.0,40420.360786,10.22,-0.02,25.195
Z1.3,2009,FEMALE,27.934,4.0,18921.43269,13.99,0.65,18.837
Z1.3,2009,MALE,19.628,2.0,21498.928097,13.88,-1.01,33.61
Z1.3,2010,BOTH,18.497,5.0,40757.62599,8.36,-0.81,25.232
Z1.3,2010,FEMALE,16.052,2.0,19163.620141,11.35,-0.12,17.428
Z1.3,2010,MALE,21.458,3.0,21594.005849,12.81,-1.08,35.286
Z1.3,2011,BOTH,23.766,6.0,40725.626322,9.71,-0.18,25.488
Z1.3,2011,FEMALE,15.464,2.0,19248.914772,10.94,-0.29,18.587
Z1.3,2011,MALE,35.67,4.0,21476.71155,18.21,0.08,34.139
Z1.3,2012,BOTH,52.042,14.0,41103.502086,13.99,1.99,24.154
Z1.3,2012,FEMALE,13.533,2.0,19495.466422,9.59,-0.46,17.935
Z1.3,2012,MALE,102.572,12.0,21608.035664,30.33,2.33,31.937
Z1.3,2013,BOTH,24.143,7.0,41602.124881,9.19,0.12,23.005
Z1.3,2013,FEMALE,11.792,2.0,19799.962306,8.35,-0.59,16.695
Z1.3,2013,MALE,37.93,5.0,21802.162576,17.51,0.4,30.956
Z1.3,2014,BOTH,17.642,5.0,41951.569174,8.01,-0.77,23.783
Z1.3,2014,FEMALE,11.433,2.0,19987.257256,8.09,-0.7,17.13
Z1.3,2014,MALE,23.352,3.0,21964.311917,13.81,-0.65,32.318
Z1.3,2015,BOTH,29.404,10.0,42119.322323,9.43,0.49,24.775
Z1.3,2015,FEMALE,24.721,4.0,20096.702693,12.55,0.54,17.915
Z1.3,2015,MALE,31.411,6.0,22022.61963,12.87,-0.15,33.338
Z1.3,2016,BOTH,35.361,11.0,41808.744862,10.86,0.53,29.627
Z1.3,2016,FEMALE,32.023,5.0,19995.458371,14.62,0.74,21.156
Z1.3,2016,MALE,38.021,6.0,21813.286491,15.92,-0.15,40.467
Z1.3,2017,BOTH,26.669,9.0,42037.613918,9.03,-0.3,29.394
Z1.3,2017,FEMALE,29.958,5.0,20088.460083,13.56,0.63,21.429
Z1.3,2017,MALE,20.95,4.0,21949.153835,10.48,-1.78,39.596
Z1.3,2018,BOTH,36.33,13.0,42254.927404,10.27,0.73,28.824
Z1.3,2018,FEMALE,22.893,4.0,20155.301372,11.73,0.21,20.429
Z1.3,2018,MALE,50.749,9.0,22099.626032,17.46,0.67,39.03
Z1.3,2019,BOTH,25.876,8.0,42170.734969,9.36,-0.35,29.181
Z1.3,2019,FEMALE,10.67,2.0,20127.922393,7.6,-1.48,21.923
Z1.3,2019,MALE,42.854,6.0,22042.812576,18.2,0.26,38.16
Z1.3,2020,BOTH,15.271,5.0,42483.06603,6.98,-1.64,26.747
Z1.3,2020,FEMALE,10.879,2.0,20281.063152,7.7,-0.87,17.548
Z1.3,2020,MALE,18.717,3.0,22202.002878,11.14,-1.73,37.939
Z1.4,2004,BOTH,27.432,17.0,58011.258903,6.76,0.49,24.141
Z1.4,2004,FEMALE,20.508,8.0,29099.747801,7.27,0.43,17.354
Z1.4,2004,MALE,37.983,9.0,28911.511101,12.88,0.32,33.816
Z1.4,2005,BOTH,20.231,12.0,59604.785125,5.92,-0.8,24.936
Z1.4,2005,FEMALE,13.358,4.0,29849.871206,6.82,-0.51,16.865
Z1.4,2005,MALE,32.96,8.0,29754.913919,11.78,-0.22,35.595
Z1.4,2006,BOTH,20.302,12.0,60995.328594,5.93,-0.66,24.209
Z1.4,2006,FEMALE,22.995,7.0,30484.527006,8.77,0.46,18.961
Z1.4,2006,MALE,20.43,5.0,30510.801588,9.21,-1.21,31.565
Z1.4,2007,BOTH,28.575,18.0,62392.916664,6.82,0.58,24.627
Z1.4,2007,FEMALE,21.193,7.0,31193.340342,8.17,0.36,18.289
Z1.4,2007,MALE,42.367,11.0,31199.576322,12.85,0.72,33.082
Z1.4,2008,BOTH,34.149,22.0,63540.369936,7.36,1.62,22.229
Z1.4,2008,FEMALE,20.678,8.0,31869.496637,7.47,0.65,15.812
Z1.4,2008,MALE,52.285,14.0,31670.873299,14.04,1.55,30.599
Z1.4,2009,BOTH,29.495,19.0,64428.579581,6.84,0.63,25.195
Z1.4,2009,FEMALE,21.804,8.0,32404.185772,7.91,0.38,18.837
Z1.4,2009,MALE,38.937,11.0,32024.393809,11.8,0.45,33.61
Z1.4,2010,BOTH,7.161,5.0,64984.955082,3.22,-5.62,25.232
Z1.4,2010,FEMALE,4.581,2.0,32665.072662,3.29,-3.9,17.428
Z1.4,2010,MALE,10.441,3.0,32319.88242,6.03,-4.12,35.286
Z1.4,2011,BOTH,31.7,21.0,65229.00993,6.97,0.89,25.488
Z1.4,2011,FEMALE,28.52,10.0,32880.332666,9.18,1.08,18.587
Z1.4,2011,MALE,39.167,11.0,32348.677264,11.84,0.42,34.139
Z1.4,2012,BOTH,28.641,19.0,65834.68481,6.61,0.68,24.154
Z1.4,2012,FEMALE,27.725,10.0,33232.221595,8.95,1.09,17.935
Z1.4,2012,MALE,31.038,9.0,32602.463215,10.36,-0.09,31.937
Z1.4,2013,BOTH,28.019,20.0,66370.113228,6.3,0.8,23.005
Z1.4,2013,FEMALE,32.173,13.0,33429.514153,9.06,1.71,16.695
Z1.4,2013,MALE,22.776,7.0,32940.599075,8.63,-0.95,30.956
Z1.4,2014,BOTH,25.387,18.0,66757.902621,6.04,0.27,23.783
Z1.4,2014,FEMALE,18.118,7.0,33739.435219,6.93,0.14,17.13
Z1.4,2014,MALE,36.108,11.0,33018.467402,10.92,0.35,32.318
Z1.4,2015,BOTH,33.058,24.0,66911.160759,6.8,1.22,24.775
Z1.4,2015,FEMALE,17.371,7.0,33889.662212,6.82,-0.08,17.915
Z1.4,2015,MALE,53.146,17.0,33021.498546,12.9,1.54,33.338
Z1.4,2016,BOTH,22.907,17.0,67125.541816,5.57,-1.21,29.627
Z1.4,2016,FEMALE,11.667,5.0,34070.344948,5.27,-1.8,21.156
Z1.4,2016,MALE,37.078,12.0,33055.196868,10.71,-0.32,40.467
Z1.4,2017,BOTH,23.143,17.0,67338.740496,5.67,-1.1,29.394
Z1.4,2017,FEMALE,16.154,7.0,34186.970282,6.2,-0.85,21.429
Z1.4,2017,MALE,31.579,10.0,33151.770214,10.05,-0.8,39.596
Z1.4,2018,BOTH,37.037,29.0,67495.84998,6.92,1.19,28.824
Z1.4,2018,FEMALE,31.652,14.0,34234.325017,8.53,1.32,20.429
Z1.4,2018,MALE,42.853,15.0,33261.524963,11.13,0.34,39.03
Z1.4,2019,BOTH,25.211,21.0,67766.822884,5.52,-0.72,29.181
Z1.4,2019,FEMALE,15.043,7.0,34402.920669,5.73,-1.2,21.923
Z1.4,2019,MALE,39.162,14.0,33363.902215,10.51,0.1,38.16
Z1.4,2020,BOTH,20.305,17.0,67964.970317,4.94,-1.3,26.747
Z1.4,2020,FEMALE,13.952,7.0,34461.522513,5.34,-0.67,17.548
Z1.4,2020,MALE,26.254,10.0,33503.447804,8.33,-1.4,37.939
Z1.5,2004,BOTH,18.461,13.0,74372.734866,5.2,-1.09,24.141
Z1.5,2004,FEMALE,17.653,6.0,37823.452348,7.33,0.04,17.354
Z1.5,2004,MALE,24.057,7.0,36549.282518,9.16,-1.07,33.816
Z1.5,2005,BOTH,23.21,16.0,76355.184437,5.88,-0.29,24.936
Z1.5,2005,FEMALE,24.149,10.0,38734.64081,7.88,0.92,16.865
Z1.5,2005,MALE,20.616,6.0,37620.543627,8.47,-1.77,35.595
Z1.5,2006,BOTH,23.013,17.0,78221.162614,5.67,-0.21,24.209
Z1.5,2006,FEMALE,21.61,9.0,39591.779284,7.49,0.35,18.961
Z1.5,2006,MALE,24.384,8.0,38629.38333,8.67,-0.83,31.565
Z1.5,2007,BOTH,20.541,16.0,80815.19954,5.2,-0.79,24.627
Z1.5,2007,FEMALE,8.658,4.0,40775.468905,4.38,-2.2,18.289
Z1.5,2007,MALE,36.085,12.0,40039.730636,10.49,0.29,33.082
Z1.5,2008,BOTH,27.484,22.0,82924.996536,5.92,0.89,22.229
Z1.5,2008,FEMALE,25.536,11.0,41766.829039,7.87,1.24,15.812
Z1.5,2008,MALE,34.638,11.0,41158.167496,10.46,0.39,30.599
Z1.5,2009,BOTH,27.707,22.0,84551.036313,5.96,0.42,25.195
Z1.5,2009,FEMALE,30.856,14.0,42499.559507,8.46,1.42,18.837
Z1.5,2009,MALE,22.934,8.0,42051.476806,8.16,-1.31,33.61
Z1.5,2010,BOTH,21.722,18.0,86002.26488,5.16,-0.68,25.232
Z1.5,2010,FEMALE,16.235,8.0,43239.064044,5.84,-0.2,17.428
Z1.5,2010,MALE,28.034,10.0,42763.200836,8.89,-0.82,35.286
Z1.5,2011,BOTH,27.878,24.0,87137.133165,5.72,0.42,25.488
Z1.5,2011,FEMALE,19.183,9.0,43873.593737,6.57,0.09,18.587
Z1.5,2011,MALE,38.638,15.0,43263.539428,9.98,0.45,34.139
Z1.5,2012,BOTH,27.801,24.0,88086.68606,5.7,0.64,24.154
Z1.5,2012,FEMALE,14.967,7.0,44332.778076,5.76,-0.52,17.935
Z1.5,2012,MALE,44.624,17.0,43753.907984,10.83,1.17,31.937
Z1.5,2013,BOTH,29.217,26.0,89214.523842,5.75,1.08,23.005
Z1.5,2013,FEMALE,24.894,12.0,44988.13044,7.24,1.13,16.695
Z1.5,2013,MALE,35.14,14.0,44226.393403,9.4,0.45,30.956
Z1.5,2014,BOTH,22.549,21.0,91128.950342,4.95,-0.25,23.783
Z1.5,2014,FEMALE,14.278,8.0,45985.234962,5.22,-0.55,17.13
Z1.5,2014,MALE,32.376,13.0,45143.71538,8.99,0.01,32.318
Z1.5,2015,BOTH,21.575,21.0,92003.115505,4.73,-0.68,24.775
Z1.5,2015,FEMALE,14.224,8.0,46517.459512,5.1,-0.72,17.915
Z1.5,2015,MALE,32.211,13.0,45485.655992,8.95,-0.13,33.338
Z1.5,2016,BOTH,22.441,22.0,93531.162867,4.81,-1.49,29.627
Z1.5,2016,FEMALE,13.004,7.0,47370.00223,4.97,-1.64,21.156
Z1.5,2016,MALE,34.782,15.0,46161.160638,9.0,-0.63,40.467
Z1.5,2017,BOTH,38.291,38.0,94959.888192,6.26,1.42,29.394
Z1.5,2017,FEMALE,31.607,16.0,48138.432813,8.0,1.27,21.429
Z1.5,2017,MALE,50.004,22.0,46821.455379,10.68,0.97,39.596
Z1.5,2018,BOTH,30.689,31.0,96541.254476,5.59,0.33,28.824
Z1.5,2018,FEMALE,26.085,14.0,48965.21865,7.22,0.78,20.429
Z1.5,2018,MALE,37.195,17.0,47576.035827,9.05,-0.2,39.03
Z1.5,2019,BOTH,29.624,32.0,98457.280732,5.3,0.08,29.181
Z1.5,2019,FEMALE,13.954,9.0,49842.203559,4.72,-1.69,21.923
Z1.5,2019,MALE,48.587,23.0,48615.077173,10.21,1.02,38.16
Z1.5,2020,BOTH,24.704,28.0,100320.87663,4.71,-0.43,26.747
Z1.5,2020,FEMALE,14.18,9.0,50807.066068,4.82,-0.7,17.548
Z1.5,2020,MALE,38.321,19.0,49513.810566,8.84,0.04,37.939
Z2.1,2004,BOTH,28.204,62.0,325454.94369,3.62,1.12,24.141
Z2.1,2004,FEMALE,17.366,22.0,163089.00397,3.75,0.0,17.354
Z2.1,2004,MALE,45.063,40.0,162365.93972,7.33,1.53,33.816
Z2.1,2005,BOTH,29.361,66.0,336221.03694,3.64,1.21,24.936
Z2.1,2005,FEMALE,18.416,23.0,168415.28165,3.89,0.4,16.865
Z2.1,2005,MALE,44.371,43.0,167805.75528,6.96,1.26,35.595
Z2.1,2006,BOTH,27.287,65.0,349644.41127,3.42,0.9,24.209
Z2.1,2006,FEMALE,17.577,25.0,174653.37871,3.55,-0.39,18.961
Z2.1,2006,MALE,42.876,40.0,174991.03257,6.99,1.62,31.565
Z2.1,2007,BOTH,23.889,58.0,356861.66192,3.16,-0.23,24.627
Z2.1,2007,FEMALE,11.755,17.0,178013.19884,2.87,-2.28,18.289
Z2.1,2007,MALE,39.697,41.0,178848.46308,6.36,1.04,33.082
Z2.1,2008,BOTH,24.675,62.0,363359.40998,3.16,0.78,22.229
Z2.1,2008,FEMALE,15.367,22.0,181241.44639,3.31,-0.13,15.812
Z2.1,2008,MALE,38.74,40.0,182117.96359,6.3,1.29,30.599
Z2.1,2009,BOTH,24.267,64.0,372251.0184,3.06,-0.3,25.195
Z2.1,2009,FEMALE,17.135,25.0,185746.8497,3.45,-0.49,18.837
Z2.1,2009,MALE,35.792,39.0,186504.1687,5.92,0.37,33.61
Z2.1,2010,BOTH,28.51,77.0,377105.84607,3.28,1.0,25.232
Z2.1,2010,FEMALE,17.539,27.0,188771.85623,3.41,0.03,17.428
Z2.1,2010,MALE,42.725,50.0,188333.98985,6.17,1.21,35.286
Z2.1,2011,BOTH,29.548,83.0,383092.35398,3.26,1.24,25.488
Z2.1,2011,FEMALE,22.667,36.0,192133.78959,3.81,1.07,18.587
Z2.1,2011,MALE,38.574,47.0,190958.56438,5.73,0.77,34.139
Z2.1,2012,BOTH,20.835,61.0,392607.57027,2.69,-1.24,24.154
Z2.1,2012,FEMALE,19.398,32.0,196805.13422,3.46,0.42,17.935
Z2.1,2012,MALE,22.99,29.0,195802.43606,4.35,-2.06,31.937
Z2.1,2013,BOTH,29.195,90.0,402955.52705,3.1,2.0,23.005
Z2.1,2013,FEMALE,19.678,34.0,201881.51844,3.4,0.88,16.695
Z2.1,2013,MALE,42.081,56.0,201074.00861,5.74,1.94,30.956
Z2.1,2014,BOTH,20.695,65.0,412883.31908,2.58,-1.2,23.783
Z2.1,2014,FEMALE,16.361,28.0,206757.67991,3.11,-0.25,17.13
Z2.1,2014,MALE,26.239,37.0,206125.63917,4.39,-1.38,32.318
Z2.1,2015,BOTH,25.896,83.0,419454.15497,2.86,0.39,24.775
Z2.1,2015,FEMALE,17.583,31.0,210166.79571,3.18,-0.1,17.915
Z2.1,2015,MALE,37.463,52.0,209287.35925,5.27,0.78,33.338
Z2.1,2016,BOTH,31.804,106.0,425266.4466,3.11,0.7,29.627
Z2.1,2016,FEMALE,29.931,55.0,213406.87815,4.06,2.16,21.156
Z2.1,2016,MALE,34.809,51.0,211859.56846,4.93,-1.15,40.467
Z2.1,2017,BOTH,27.125,91.0,427490.00418,2.86,-0.79,29.394
Z2.1,2017,FEMALE,17.511,33.0,214985.99225,3.07,-1.28,21.429
Z2.1,2017,MALE,39.167,58.0,212504.01192,5.19,-0.08,39.596
Z2.1,2018,BOTH,34.755,124.0,432509.01938,3.14,1.89,28.824
Z2.1,2018,FEMALE,29.008,58.0,217649.54665,3.83,2.24,20.429
Z2.1,2018,MALE,42.354,66.0,214859.47273,5.28,0.63,39.03
Z2.1,2019,BOTH,35.107,134.0,440490.45952,3.06,1.94,29.181
Z2.1,2019,FEMALE,24.745,52.0,221517.58623,3.45,0.82,21.923
Z2.1,2019,MALE,49.187,82.0,218972.8733,5.52,2.0,38.16
Z2.1,2020,BOTH,31.245,126.0,446733.93781,2.8,1.6,26.747
Z2.1,2020,FEMALE,19.119,42.0,224669.70013,2.97,0.53,17.548
Z2.1,2020,MALE,46.806,84.0,222064.23768,5.19,1.71,37.939
Z2.2,2004,BOTH,20.917,14.0,142656.93278,5.97,-0.54,24.141
Z2.2,2004,FEMALE,14.39,5.0,69600.32523,6.88,-0.43,17.354
Z2.2,2004,MALE,27.29,9.0,73056.60755,9.32,-0.7,33.816
Z2.2,2005,BOTH,22.752,17.0,145399.56144,5.82,-0.37,24.936
Z2.2,2005,FEMALE,15.494,7.0,70863.586731,5.97,-0.23,16.865
Z2.2,2005,MALE,33.465,10.0,74535.974714,11.91,-0.18,35.595
Z2.2,2006,BOTH,11.22,10.0,149737.01409,3.97,-3.27,24.209
Z2.2,2006,FEMALE,12.299,5.0,72866.061179,5.84,-1.14,18.961
Z2.2,2006,MALE,8.941,5.0,76870.952914,4.28,-5.29,31.565
Z2.2,2007,BOTH,11.347,9.0,154017.51048,3.85,-3.45,24.627
Z2.2,2007,FEMALE,5.254,2.0,74644.056115,3.79,-3.44,18.289
Z2.2,2007,MALE,17.841,7.0,79373.454363,6.85,-2.22,33.082
Z2.2,2008,BOTH,22.444,18.0,158957.4274,5.71,0.04,22.229
Z2.2,2008,FEMALE,13.907,7.0,76668.418139,5.42,-0.35,15.812
Z2.2,2008,MALE,35.02,11.0,82289.009259,12.09,0.37,30.599
Z2.2,2009,BOTH,39.739,30.0,163420.08759,8.06,1.8,25.195
Z2.2,2009,FEMALE,40.771,16.0,78808.307523,10.72,2.05,18.837
Z2.2,2009,MALE,39.061,14.0,84611.780066,12.74,0.43,33.61
Z2.2,2010,BOTH,26.667,21.0,165702.51394,6.16,0.23,25.232
Z2.2,2010,FEMALE,20.788,9.0,80346.225423,7.16,0.47,17.428
Z2.2,2010,MALE,34.948,12.0,85356.288519,11.05,-0.03,35.286
Z2.2,2011,BOTH,16.077,16.0,168513.93295,4.15,-2.27,25.488
Z2.2,2011,FEMALE,10.508,5.0,81910.215997,4.77,-1.69,18.587
Z2.2,2011,MALE,21.815,11.0,86603.716949,6.94,-1.77,34.139
Z2.2,2012,BOTH,26.575,27.0,173288.73627,5.34,0.45,24.154
Z2.2,2012,FEMALE,15.209,8.0,84168.889901,5.46,-0.5,17.935
Z2.2,2012,MALE,40.133,19.0,89119.846365,10.12,0.81,31.937
Z2.2,2013,BOTH,21.809,20.0,181461.26836,5.16,-0.23,23.005
Z2.2,2013,FEMALE,16.585,8.0,88133.629366,6.1,-0.02,16.695
Z2.2,2013,MALE,27.825,12.0,93327.638995,8.78,-0.36,30.956
Z2.2,2014,BOTH,14.411,16.0,189348.50176,3.84,-2.44,23.783
Z2.2,2014,FEMALE,10.831,6.0,91622.383648,4.72,-1.34,17.13
Z2.2,2014,MALE,17.61,10.0,97726.118117,5.83,-2.52,32.318
Z2.2,2015,BOTH,14.079,14.0,192726.13755,3.92,-2.73,24.775
Z2.2,2015,FEMALE,17.713,9.0,93363.075453,6.07,-0.03,17.915
Z2.2,2015,MALE,9.159,5.0,99363.062101,4.18,-5.79,33.338
Z2.2,2016,BOTH,27.862,33.0,196081.32575,5.09,-0.35,29.627
Z2.2,2016,FEMALE,9.726,6.0,95386.618919,4.12,-2.77,21.156
Z2.2,2016,MALE,47.554,27.0,100694.70683,9.78,0.72,40.467
Z2.2,2017,BOTH,20.814,26.0,198839.73935,4.24,-2.02,29.394
Z2.2,2017,FEMALE,15.388,10.0,97020.986828,4.96,-1.22,21.429
Z2.2,2017,MALE,27.321,16.0,101818.75252,7.42,-1.65,39.596
Z2.2,2018,BOTH,29.73,34.0,204039.8477,5.32,0.17,28.824
Z2.2,2018,FEMALE,16.561,11.0,99486.430717,5.11,-0.76,20.429
Z2.2,2018,MALE,46.121,23.0,104553.41698,10.26,0.69,39.03
Z2.2,2019,BOTH,26.659,35.0,210573.42821,4.73,-0.53,29.181
Z2.2,2019,FEMALE,16.428,12.0,102786.58737,4.86,-1.13,21.923
Z2.2,2019,MALE,39.012,23.0,107786.84084,8.75,0.1,38.16
Z2.2,2020,BOTH,19.72,30.0,217268.61401,3.76,-1.87,26.747
Z2.2,2020,FEMALE,14.041,11.0,106054.43334,4.35,-0.81,17.548
Z2.2,2020,MALE,25.93,19.0,111214.18067,6.33,-1.9,37.939
Z2.3,2004,BOTH,32.216,17.0,119886.12416,8.11,1.0,24.141
Z2.3,2004,FEMALE,20.112,6.0,57994.005262,8.34,0.33,17.354
Z2.3,2004,MALE,48.951,11.0,61892.118897,16.63,0.91,33.816
Z2.3,2005,BOTH,21.886,13.0,123396.88969,6.57,-0.46,24.936
Z2.3,2005,FEMALE,20.667,7.0,59840.373306,8.09,0.47,16.865
Z2.3,2005,MALE,25.081,6.0,63556.51638,12.33,-0.85,35.595
Z2.3,2006,BOTH,30.364,16.0,128367.59545,7.82,0.79,24.209
Z2.3,2006,FEMALE,35.975,11.0,62387.100529,10.9,1.56,18.961
Z2.3,2006,MALE,24.39,5.0,65980.494921,12.01,-0.6,31.565
Z2.3,2007,BOTH,14.101,9.0,133090.31652,4.93,-2.13,24.627
Z2.3,2007,FEMALE,7.667,3.0,64532.531705,4.45,-2.39,18.289
Z2.3,2007,MALE,25.848,6.0,68557.784811,11.91,-0.61,33.082
Z2.3,2008,BOTH,15.467,11.0,138845.23191,4.95,-1.37,22.229
Z2.3,2008,FEMALE,4.331,2.0,67143.181817,3.24,-3.54,15.812
Z2.3,2008,MALE,30.019,9.0,71702.050095,10.89,-0.05,30.599
Z2.3,2009,BOTH,27.912,20.0,144126.0352,6.63,0.41,25.195
Z2.3,2009,FEMALE,13.679,5.0,69608.13559,6.37,-0.81,18.837
Z2.3,2009,MALE,44.277,15.0,74517.899608,12.95,0.82,33.61
Z2.3,2010,BOTH,22.828,18.0,147510.43915,5.68,-0.42,25.232
Z2.3,2010,FEMALE,17.999,8.0,71410.756041,6.45,0.09,17.428
Z2.3,2010,MALE,31.585,10.0,76099.683113,11.4,-0.32,35.286
Z2.3,2011,BOTH,19.986,13.0,152210.09213,5.78,-0.95,25.488
Z2.3,2011,FEMALE,13.264,5.0,73968.532357,6.02,-0.88,18.587
Z2.3,2011,MALE,30.882,8.0,78241.559774,12.13,-0.27,34.139
Z2.3,2012,BOTH,8.061,8.0,158591.97865,3.0,-5.37,24.154
Z2.3,2012,FEMALE,10.795,5.0,77276.228596,4.97,-1.44,17.935
Z2.3,2012,MALE,5.001,3.0,81315.750053,3.09,-8.73,31.937
