Geography,Year,Sex,Incidence Rate (Age-standardized),Incident Cases (Across all ages),Population At-Risk (Across All Ages),Standard Error,Standard Score,Alberta Rate
Z4.4.C.03,2016,FEMALE,10.579,1.0,37969.847866,10.58,-1.0,21.156
Z4.4.C.03,2016,MALE,101.84,10.0,37145.197394,34.76,1.77,40.467
Z4.4.C.03,2017,BOTH,57.975,17.0,84745.648368,15.07,1.9,29.394
Z4.4.C.03,2017,FEMALE,42.842,7.0,42857.451375,16.89,1.27,21.429
Z4.4.C.03,2017,MALE,81.416,10.0,41888.196992,28.9,1.45,39.596
Z4.4.C.03,2018,BOTH,28.634,10.0,93899.410225,9.41,-0.02,28.824
Z4.4.C.03,2018,FEMALE,6.169,1.0,47470.753067,6.17,-2.31,20.429
Z4.4.C.03,2018,MALE,57.054,9.0,46428.657158,20.89,0.86,39.03
Z4.4.C.03,2019,BOTH,22.874,11.0,103813.17807,7.21,-0.88,29.181
Z4.4.C.03,2019,FEMALE,18.062,4.0,52652.3238,9.49,-0.41,21.923
Z4.4.C.03,2019,MALE,27.894,7.0,51160.854271,10.65,-0.96,38.16
Z4.4.C.03,2020,BOTH,38.674,20.0,112183.3351,9.28,1.29,26.747
Z4.4.C.03,2020,FEMALE,19.101,5.0,56885.220688,9.41,0.17,17.548
Z4.4.C.03,2020,MALE,59.11,15.0,55298.114415,16.03,1.32,37.939
Z4.5.A.01,2004,BOTH,11.01,1.0,18858.319473,11.01,-1.19,24.141
Z4.5.A.01,2004,FEMALE,21.983,1.0,9391.0774212,21.98,0.21,17.354
Z4.5.A.01,2004,MALE,0.0,0.0,9467.2420516,21.12,-1.6,33.816
Z4.5.A.01,2005,BOTH,47.446,5.0,19095.761437,21.93,1.03,24.936
Z4.5.A.01,2005,FEMALE,60.448,3.0,9501.6341075,35.89,1.21,16.865
Z4.5.A.01,2005,MALE,33.166,2.0,9594.1273291,24.14,-0.1,35.595
Z4.5.A.01,2006,BOTH,51.635,5.0,19406.255804,23.15,1.18,24.209
Z4.5.A.01,2006,FEMALE,41.32,2.0,9676.4902973,29.27,0.76,18.961
Z4.5.A.01,2006,MALE,62.903,3.0,9729.7655064,36.5,0.86,31.565
Z4.5.A.01,2007,BOTH,25.624,2.0,19960.932948,18.34,0.05,24.627
Z4.5.A.01,2007,FEMALE,19.318,1.0,9934.1881174,19.32,0.05,18.289
Z4.5.A.01,2007,MALE,43.729,1.0,10026.74483,43.73,0.24,33.082
Z4.5.A.01,2008,BOTH,6.652,1.0,20216.090084,6.65,-2.34,22.229
Z4.5.A.01,2008,FEMALE,14.379,1.0,10043.688699,14.38,-0.1,15.812
Z4.5.A.01,2008,MALE,0.0,0.0,10172.401386,19.65,-1.56,30.599
Z4.5.A.01,2009,BOTH,45.59,4.0,20618.395283,23.81,0.86,25.195
Z4.5.A.01,2009,FEMALE,25.77,1.0,10251.347214,25.77,0.27,18.837
Z4.5.A.01,2009,MALE,66.468,3.0,10367.048068,40.82,0.8,33.61
Z4.5.A.01,2010,BOTH,16.068,2.0,22872.09832,11.85,-0.77,25.232
Z4.5.A.01,2010,FEMALE,31.288,2.0,11367.883651,22.79,0.61,17.428
Z4.5.A.01,2010,MALE,0.0,0.0,11504.214669,17.38,-2.03,35.286
Z4.5.A.01,2011,BOTH,6.138,1.0,24525.289233,6.14,-3.15,25.488
Z4.5.A.01,2011,FEMALE,0.0,0.0,12193.395943,16.4,-1.13,18.587
Z4.5.A.01,2011,MALE,11.635,1.0,12331.89329,11.63,-1.93,34.139
Z4.5.A.01,2012,BOTH,16.606,3.0,26172.966304,9.76,-0.77,24.154
Z4.5.A.01,2012,FEMALE,9.653,1.0,13073.979729,9.65,-0.86,17.935
Z4.5.A.01,2012,MALE,21.507,2.0,13098.986575,15.34,-0.68,31.937
Z4.5.A.01,2013,BOTH,32.285,6.0,27575.300503,13.59,0.68,23.005
Z4.5.A.01,2013,FEMALE,8.672,1.0,13727.128132,8.67,-0.93,16.695
Z4.5.A.01,2013,MALE,54.262,5.0,13848.172371,25.38,0.92,30.956
Z4.5.A.01,2014,BOTH,35.513,6.0,28902.058269,14.92,0.79,23.783
Z4.5.A.01,2014,FEMALE,14.033,1.0,14405.878507,14.03,-0.22,17.13
Z4.5.A.01,2014,MALE,56.146,5.0,14496.179762,26.27,0.91,32.318
Z4.5.A.01,2015,BOTH,17.863,3.0,29260.077252,10.68,-0.65,24.775
Z4.5.A.01,2015,FEMALE,18.661,2.0,14559.742562,13.4,0.06,17.915
Z4.5.A.01,2015,MALE,20.033,1.0,14700.33469,20.03,-0.66,33.338
Z4.5.A.01,2016,BOTH,37.657,7.0,29703.463667,14.73,0.54,29.627
Z4.5.A.01,2016,FEMALE,0.0,0.0,14771.427618,13.54,-1.56,21.156
Z4.5.A.01,2016,MALE,80.379,7.0,14932.036049,32.5,1.23,40.467
Z4.5.A.01,2017,BOTH,48.17,11.0,29775.633641,14.93,1.26,29.394
Z4.5.A.01,2017,FEMALE,33.26,4.0,14787.550301,16.89,0.7,21.429
Z4.5.A.01,2017,MALE,65.787,7.0,14988.08334,26.41,0.99,39.596
Z4.5.A.01,2018,BOTH,45.647,10.0,30071.888646,14.97,1.12,28.824
Z4.5.A.01,2018,FEMALE,14.584,2.0,14903.825871,10.35,-0.56,20.429
Z4.5.A.01,2018,MALE,78.326,8.0,15168.062775,29.25,1.34,39.03
Z4.5.A.01,2019,BOTH,19.337,5.0,29997.009432,8.95,-1.1,29.181
Z4.5.A.01,2019,FEMALE,19.1,3.0,14870.083245,11.03,-0.26,21.923
Z4.5.A.01,2019,MALE,19.379,2.0,15126.926186,13.85,-1.36,38.16
Z4.5.A.01,2020,BOTH,33.014,8.0,30108.402606,12.17,0.52,26.747
Z4.5.A.01,2020,FEMALE,17.468,2.0,14989.176409,12.88,-0.01,17.548
Z4.5.A.01,2020,MALE,46.18,6.0,15119.226197,19.27,0.43,37.939
Z4.5.B.02,2004,BOTH,64.805,2.0,4613.6141911,46.24,0.88,24.141
Z4.5.B.02,2004,FEMALE,0.0,0.0,2261.6886045,88.27,-0.2,17.354
Z4.5.B.02,2004,MALE,117.294,2.0,2351.9255867,83.44,1.0,33.816
Z4.5.B.02,2005,BOTH,83.345,2.0,4736.3843005,59.41,0.98,24.936
Z4.5.B.02,2005,FEMALE,176.727,2.0,2314.7603759,125.64,1.27,16.865
Z4.5.B.02,2005,MALE,0.0,0.0,2421.6239246,82.45,-0.43,35.595
Z4.5.B.02,2006,BOTH,30.651,1.0,4830.4109862,30.65,0.21,24.209
Z4.5.B.02,2006,FEMALE,0.0,0.0,2357.1698803,84.7,-0.22,18.961
Z4.5.B.02,2006,MALE,54.019,1.0,2473.2411059,54.02,0.42,31.565
Z4.5.B.02,2007,BOTH,0.0,0.0,4864.5758226,41.08,-0.6,24.627
Z4.5.B.02,2007,FEMALE,0.0,0.0,2356.9829571,84.71,-0.22,18.289
Z4.5.B.02,2007,MALE,0.0,0.0,2507.5928654,79.63,-0.42,33.082
Z4.5.B.02,2008,BOTH,0.0,0.0,4972.9149549,40.19,-0.55,22.229
Z4.5.B.02,2008,FEMALE,0.0,0.0,2419.8237318,82.51,-0.19,15.812
Z4.5.B.02,2008,MALE,0.0,0.0,2553.0912231,78.21,-0.39,30.599
Z4.5.B.02,2009,BOTH,21.637,1.0,5085.9675154,21.64,-0.16,25.195
Z4.5.B.02,2009,FEMALE,0.0,0.0,2472.2910188,80.77,-0.23,18.837
Z4.5.B.02,2009,MALE,42.029,1.0,2613.6764966,42.03,0.2,33.61
Z4.5.B.02,2010,BOTH,46.685,1.0,5131.1022685,46.69,0.46,25.232
Z4.5.B.02,2010,FEMALE,99.613,1.0,2498.289898,99.61,0.83,17.428
Z4.5.B.02,2010,MALE,0.0,0.0,2632.8123705,75.85,-0.47,35.286
Z4.5.B.02,2011,BOTH,19.211,1.0,5171.576453,19.21,-0.33,25.488
Z4.5.B.02,2011,FEMALE,0.0,0.0,2531.5316518,78.88,-0.24,18.587
Z4.5.B.02,2011,MALE,36.171,1.0,2640.0448012,36.17,0.06,34.139
Z4.5.B.02,2012,BOTH,19.405,1.0,5249.5607019,19.41,-0.24,24.154
Z4.5.B.02,2012,FEMALE,40.115,1.0,2570.1742697,40.11,0.55,17.935
Z4.5.B.02,2012,MALE,0.0,0.0,2679.3864321,74.53,-0.43,31.937
Z4.5.B.02,2013,BOTH,0.0,0.0,5731.4435075,34.87,-0.66,23.005
Z4.5.B.02,2013,FEMALE,0.0,0.0,2765.823531,72.21,-0.23,16.695
Z4.5.B.02,2013,MALE,0.0,0.0,2965.6199765,67.35,-0.46,30.956
Z4.5.B.02,2014,BOTH,22.611,1.0,5956.2931392,22.61,-0.05,23.783
Z4.5.B.02,2014,FEMALE,46.869,1.0,2865.6025013,46.87,0.63,17.13
Z4.5.B.02,2014,MALE,0.0,0.0,3090.690638,64.63,-0.5,32.318
Z4.5.B.02,2015,BOTH,34.429,1.0,5964.1077833,34.43,0.28,24.775
Z4.5.B.02,2015,FEMALE,0.0,0.0,2884.2680876,69.25,-0.26,17.915
Z4.5.B.02,2015,MALE,79.449,1.0,3079.8396958,79.45,0.58,33.338
Z4.5.B.02,2016,BOTH,0.0,0.0,6036.8333339,33.11,-0.89,29.627
Z4.5.B.02,2016,FEMALE,0.0,0.0,2919.6307521,68.41,-0.31,21.156
Z4.5.B.02,2016,MALE,0.0,0.0,3117.2025817,64.08,-0.63,40.467
Z4.5.B.02,2017,BOTH,0.0,0.0,6030.5599111,33.14,-0.89,29.394
Z4.5.B.02,2017,FEMALE,0.0,0.0,2948.5357014,67.74,-0.32,21.429
Z4.5.B.02,2017,MALE,0.0,0.0,3082.0242097,64.81,-0.61,39.596
Z4.5.B.02,2018,BOTH,0.0,0.0,6019.0452102,33.21,-0.87,28.824
Z4.5.B.02,2018,FEMALE,0.0,0.0,2928.2261212,68.21,-0.3,20.429
Z4.5.B.02,2018,MALE,0.0,0.0,3090.819089,64.62,-0.6,39.03
Z4.5.B.02,2019,BOTH,31.603,2.0,6086.2709023,22.47,0.11,29.181
Z4.5.B.02,2019,FEMALE,29.97,1.0,2967.2310459,29.97,0.27,21.923
Z4.5.B.02,2019,MALE,31.091,1.0,3119.0398564,31.09,-0.23,38.16
Z4.5.B.02,2020,BOTH,18.849,1.0,6089.4517258,18.85,-0.42,26.747
Z4.5.B.02,2020,FEMALE,0.0,0.0,2965.5468887,67.35,-0.26,17.548
Z4.5.B.02,2020,MALE,34.735,1.0,3123.9048371,34.74,-0.09,37.939
Z4.5.B.03,2004,BOTH,16.54,2.0,15514.506845,12.07,-0.63,24.141
Z4.5.B.03,2004,FEMALE,0.0,0.0,7611.350425,26.26,-0.66,17.354
Z4.5.B.03,2004,MALE,36.207,2.0,7903.1564204,26.96,0.09,33.816
Z4.5.B.03,2005,BOTH,9.411,1.0,15940.996773,9.41,-1.65,24.936
Z4.5.B.03,2005,FEMALE,0.0,0.0,7806.9801125,25.6,-0.66,16.865
Z4.5.B.03,2005,MALE,17.342,1.0,8134.0166605,17.34,-1.05,35.595
Z4.5.B.03,2006,BOTH,27.916,3.0,16639.956204,16.13,0.23,24.209
Z4.5.B.03,2006,FEMALE,16.954,1.0,8080.7378516,16.95,-0.12,18.961
Z4.5.B.03,2006,MALE,38.403,2.0,8559.2183524,27.41,0.25,31.565
Z4.5.B.03,2007,BOTH,0.0,0.0,17147.990661,11.66,-2.11,24.627
Z4.5.B.03,2007,FEMALE,0.0,0.0,8331.2700957,23.99,-0.76,18.289
Z4.5.B.03,2007,MALE,0.0,0.0,8816.7205651,22.67,-1.46,33.082
Z4.5.B.03,2008,BOTH,28.458,4.0,17601.649444,14.3,0.44,22.229
Z4.5.B.03,2008,FEMALE,14.527,1.0,8616.6308229,14.53,-0.09,15.812
Z4.5.B.03,2008,MALE,51.634,3.0,8985.0186213,31.83,0.66,30.599
Z4.5.B.03,2009,BOTH,13.852,2.0,18414.549929,9.84,-1.15,25.195
Z4.5.B.03,2009,FEMALE,0.0,0.0,8931.5012973,22.38,-0.84,18.837
Z4.5.B.03,2009,MALE,26.873,2.0,9483.0486316,19.11,-0.35,33.61
Z4.5.B.03,2010,BOTH,50.76,7.0,19168.454535,19.24,1.33,25.232
Z4.5.B.03,2010,FEMALE,43.493,3.0,9272.970514,25.25,1.03,17.428
Z4.5.B.03,2010,MALE,62.243,4.0,9895.4840212,31.13,0.87,35.286
Z4.5.B.03,2011,BOTH,59.706,8.0,19990.352079,21.3,1.61,25.488
Z4.5.B.03,2011,FEMALE,35.849,3.0,9720.4641281,20.83,0.83,18.587
Z4.5.B.03,2011,MALE,98.304,5.0,10269.887951,44.41,1.44,34.139
Z4.5.B.03,2012,BOTH,12.552,2.0,20837.017165,8.88,-1.31,24.154
Z4.5.B.03,2012,FEMALE,12.214,1.0,10171.961714,12.21,-0.47,17.935
Z4.5.B.03,2012,MALE,13.404,1.0,10665.05545,13.4,-1.38,31.937
Z4.5.B.03,2013,BOTH,38.885,6.0,21785.453728,16.01,0.99,23.005
Z4.5.B.03,2013,FEMALE,36.791,3.0,10626.393388,21.5,0.93,16.695
Z4.5.B.03,2013,MALE,45.067,3.0,11159.06034,27.93,0.51,30.956
Z4.5.B.03,2014,BOTH,30.511,5.0,22574.390127,13.8,0.49,23.783
Z4.5.B.03,2014,FEMALE,22.136,2.0,11063.261158,15.7,0.32,17.13
Z4.5.B.03,2014,MALE,48.894,3.0,11511.128969,29.71,0.56,32.318
Z4.5.B.03,2015,BOTH,38.969,7.0,23277.776269,14.87,0.95,24.775
Z4.5.B.03,2015,FEMALE,21.622,2.0,11421.520154,15.47,0.24,17.915
Z4.5.B.03,2015,MALE,59.283,5.0,11856.256115,26.81,0.97,33.338
Z4.5.B.03,2016,BOTH,54.385,10.0,24048.259861,17.24,1.44,29.627
Z4.5.B.03,2016,FEMALE,10.969,1.0,11870.930509,10.97,-0.93,21.156
Z4.5.B.03,2016,MALE,99.93,9.0,12177.329352,33.52,1.77,40.467
Z4.5.B.03,2017,BOTH,45.352,9.0,24906.613344,15.24,1.05,29.394
Z4.5.B.03,2017,FEMALE,66.503,7.0,12307.020252,25.23,1.79,21.429
Z4.5.B.03,2017,MALE,18.817,2.0,12599.593092,13.32,-1.56,39.596
Z4.5.B.03,2018,BOTH,30.815,6.0,25528.57684,12.67,0.16,28.824
Z4.5.B.03,2018,FEMALE,27.626,3.0,12681.573472,15.98,0.45,20.429
Z4.5.B.03,2018,MALE,32.321,3.0,12847.003368,19.11,-0.35,39.03
Z4.5.B.03,2019,BOTH,28.091,6.0,26361.108859,11.58,-0.09,29.181
Z4.5.B.03,2019,FEMALE,37.06,4.0,13110.031684,18.63,0.81,21.923
Z4.5.B.03,2019,MALE,17.467,2.0,13251.077175,12.35,-1.68,38.16
Z4.5.B.03,2020,BOTH,26.034,6.0,26748.367443,10.72,-0.07,26.747
Z4.5.B.03,2020,FEMALE,22.76,3.0,13270.750195,13.18,0.4,17.548
Z4.5.B.03,2020,MALE,26.385,3.0,13477.617248,15.27,-0.76,37.939
Z4.6.A.01,2004,BOTH,33.149,13.0,62331.59036,9.75,0.92,24.141
Z4.6.A.01,2004,FEMALE,24.714,6.0,31014.890374,10.48,0.7,17.354
Z4.6.A.01,2004,MALE,47.877,7.0,31316.699985,20.32,0.69,33.816
Z4.6.A.01,2005,BOTH,48.544,19.0,64788.06332,11.46,2.06,24.936
Z4.6.A.01,2005,FEMALE,52.023,11.0,32229.76499,15.91,2.21,16.865
Z4.6.A.01,2005,MALE,51.792,8.0,32558.298331,20.05,0.81,35.595
Z4.6.A.01,2006,BOTH,20.48,8.0,67197.498435,7.44,-0.5,24.209
Z4.6.A.01,2006,FEMALE,14.869,3.0,33395.300475,8.59,-0.48,18.961
Z4.6.A.01,2006,MALE,22.232,5.0,33802.19796,10.12,-0.92,31.565
Z4.6.A.01,2007,BOTH,19.833,9.0,68666.91375,6.79,-0.71,24.627
Z4.6.A.01,2007,FEMALE,17.249,4.0,34054.931097,8.76,-0.12,18.289
Z4.6.A.01,2007,MALE,24.373,5.0,34611.982653,11.59,-0.75,33.082
Z4.6.A.01,2008,BOTH,26.788,12.0,70419.852329,8.04,0.57,22.229
Z4.6.A.01,2008,FEMALE,17.599,4.0,34979.330538,8.96,0.2,15.812
Z4.6.A.01,2008,MALE,40.312,8.0,35440.521792,16.18,0.6,30.599
Z4.6.A.01,2009,BOTH,32.541,15.0,72042.638538,8.65,0.85,25.195
Z4.6.A.01,2009,FEMALE,23.831,6.0,35912.356539,9.77,0.51,18.837
Z4.6.A.01,2009,MALE,43.336,9.0,36130.281999,16.07,0.61,33.61
Z4.6.A.01,2010,BOTH,33.344,16.0,73012.60122,8.51,0.95,25.232
Z4.6.A.01,2010,FEMALE,23.049,6.0,36555.128126,9.51,0.59,17.428
Z4.6.A.01,2010,MALE,49.829,10.0,36457.473093,16.91,0.86,35.286
Z4.6.A.01,2011,BOTH,20.41,10.0,74042.355902,6.58,-0.77,25.488
Z4.6.A.01,2011,FEMALE,15.798,5.0,37217.051289,7.15,-0.39,18.587
Z4.6.A.01,2011,MALE,26.884,5.0,36825.304613,12.65,-0.57,34.139
Z4.6.A.01,2012,BOTH,19.02,13.0,74889.322845,5.37,-0.96,24.154
Z4.6.A.01,2012,FEMALE,21.518,8.0,37529.911514,7.63,0.47,17.935
Z4.6.A.01,2012,MALE,17.291,5.0,37359.411331,8.04,-1.82,31.937
Z4.6.A.01,2013,BOTH,20.513,12.0,76136.626856,6.05,-0.41,23.005
Z4.6.A.01,2013,FEMALE,15.134,5.0,38147.682898,6.84,-0.23,16.695
Z4.6.A.01,2013,MALE,28.121,7.0,37988.943958,11.19,-0.25,30.956
Z4.6.A.01,2014,BOTH,40.463,25.0,77683.014649,8.26,2.02,23.783
Z4.6.A.01,2014,FEMALE,31.319,11.0,38962.674222,9.53,1.49,17.13
Z4.6.A.01,2014,MALE,51.798,14.0,38720.340427,14.66,1.33,32.318
Z4.6.A.01,2015,BOTH,40.653,27.0,78452.838114,7.98,1.99,24.775
Z4.6.A.01,2015,FEMALE,29.3,10.0,39503.034176,9.32,1.22,17.915
Z4.6.A.01,2015,MALE,59.88,17.0,38949.803939,15.73,1.69,33.338
Z4.6.A.01,2016,BOTH,41.823,27.0,78924.017044,8.17,1.49,29.627
Z4.6.A.01,2016,FEMALE,24.167,9.0,39862.253392,8.09,0.37,21.156
Z4.6.A.01,2016,MALE,63.426,18.0,39061.763652,15.68,1.46,40.467
Z4.6.A.01,2017,BOTH,44.921,32.0,79741.585215,8.05,1.93,29.394
Z4.6.A.01,2017,FEMALE,28.454,11.0,40477.677728,8.67,0.81,21.429
Z4.6.A.01,2017,MALE,65.587,21.0,39263.907487,14.77,1.76,39.596
Z4.6.A.01,2018,BOTH,35.387,26.0,80736.150908,7.07,0.93,28.824
Z4.6.A.01,2018,FEMALE,30.556,12.0,40956.180052,8.91,1.14,20.429
Z4.6.A.01,2018,MALE,40.821,14.0,39779.970856,11.35,0.16,39.03
Z4.6.A.01,2019,BOTH,25.413,22.0,81183.595626,5.5,-0.68,29.181
Z4.6.A.01,2019,FEMALE,16.656,8.0,41258.719754,5.96,-0.88,21.923
Z4.6.A.01,2019,MALE,35.33,14.0,39924.875873,9.69,-0.29,38.16
Z4.6.A.01,2020,BOTH,23.915,21.0,81844.415568,5.29,-0.53,26.747
Z4.6.A.01,2020,FEMALE,17.2,9.0,41629.930158,5.82,-0.06,17.548
Z4.6.A.01,2020,MALE,33.049,12.0,40214.48541,9.82,-0.5,37.939
Z4.6.B.02,2004,BOTH,29.107,2.0,17424.60081,22.54,0.22,24.141
Z4.6.B.02,2004,FEMALE,16.685,1.0,8410.255214,16.69,-0.04,17.354
Z4.6.B.02,2004,MALE,44.633,1.0,9014.3455955,44.63,0.24,33.816
Z4.6.B.02,2005,BOTH,54.128,4.0,17778.469356,30.77,0.95,24.936
Z4.6.B.02,2005,FEMALE,0.0,0.0,8578.6786813,23.3,-0.72,16.865
Z4.6.B.02,2005,MALE,104.396,4.0,9199.7906743,59.74,1.15,35.595
Z4.6.B.02,2006,BOTH,12.246,1.0,17975.640105,12.25,-0.98,24.209
Z4.6.B.02,2006,FEMALE,30.69,1.0,8680.0294172,30.69,0.38,18.961
Z4.6.B.02,2006,MALE,0.0,0.0,9295.6106876,21.51,-1.47,31.565
Z4.6.B.02,2007,BOTH,36.305,3.0,18142.899429,25.5,0.46,24.627
Z4.6.B.02,2007,FEMALE,37.349,1.0,8741.9893895,37.35,0.51,18.289
Z4.6.B.02,2007,MALE,22.989,2.0,9400.9100392,16.26,-0.62,33.082
Z4.6.B.02,2008,BOTH,17.973,2.0,18219.41079,12.71,-0.33,22.229
Z4.6.B.02,2008,FEMALE,20.2,1.0,8803.0907987,20.2,0.22,15.812
Z4.6.B.02,2008,MALE,16.189,1.0,9416.3199916,16.19,-0.89,30.599
Z4.6.B.02,2009,BOTH,37.338,2.0,18220.82263,26.97,0.45,25.195
Z4.6.B.02,2009,FEMALE,69.658,2.0,8768.2130775,49.31,1.03,18.837
Z4.6.B.02,2009,MALE,0.0,0.0,9452.6095526,21.15,-1.59,33.61
Z4.6.B.02,2010,BOTH,0.0,0.0,18250.357423,10.96,-2.3,25.232
Z4.6.B.02,2010,FEMALE,0.0,0.0,8809.5318603,22.69,-0.77,17.428
Z4.6.B.02,2010,MALE,0.0,0.0,9440.8255628,21.18,-1.67,35.286
Z4.6.B.02,2011,BOTH,14.315,3.0,18212.770337,8.29,-1.35,25.488
Z4.6.B.02,2011,FEMALE,10.938,1.0,8814.3962654,10.94,-0.7,18.587
Z4.6.B.02,2011,MALE,16.599,2.0,9398.3740717,11.74,-1.49,34.139
Z4.6.B.02,2012,BOTH,32.141,5.0,18139.421035,15.63,0.51,24.154
Z4.6.B.02,2012,FEMALE,31.886,3.0,8781.9244165,18.49,0.75,17.935
Z4.6.B.02,2012,MALE,30.489,2.0,9357.4966182,22.69,-0.06,31.937
Z4.6.B.02,2013,BOTH,21.434,3.0,18044.250806,13.46,-0.12,23.005
Z4.6.B.02,2013,FEMALE,0.0,0.0,8757.6554378,22.83,-0.73,16.695
Z4.6.B.02,2013,MALE,37.919,3.0,9286.5953686,23.32,0.3,30.956
Z4.6.B.02,2014,BOTH,17.916,2.0,17929.365257,12.67,-0.46,23.783
Z4.6.B.02,2014,FEMALE,19.31,1.0,8729.4024187,19.31,0.11,17.13
Z4.6.B.02,2014,MALE,16.709,1.0,9199.9628387,16.71,-0.93,32.318
Z4.6.B.02,2015,BOTH,23.102,2.0,17854.182415,16.77,-0.1,24.775
Z4.6.B.02,2015,FEMALE,19.853,1.0,8687.5516534,19.85,0.1,17.915
Z4.6.B.02,2015,MALE,28.479,1.0,9166.6307611,28.48,-0.17,33.338
Z4.6.B.02,2016,BOTH,35.339,5.0,17717.908907,18.18,0.31,29.627
Z4.6.B.02,2016,FEMALE,49.679,3.0,8583.7056598,33.49,0.85,21.156
Z4.6.B.02,2016,MALE,20.087,2.0,9134.203247,14.2,-1.43,40.467
Z4.6.B.02,2017,BOTH,25.497,2.0,17568.839485,18.19,-0.21,29.394
Z4.6.B.02,2017,FEMALE,23.47,1.0,8511.5101235,23.47,0.09,21.429
Z4.6.B.02,2017,MALE,27.654,1.0,9057.3293619,27.65,-0.43,39.596
Z4.6.B.02,2018,BOTH,26.474,4.0,17572.831865,15.38,-0.15,28.824
Z4.6.B.02,2018,FEMALE,8.512,1.0,8527.5614801,8.51,-1.4,20.429
Z4.6.B.02,2018,MALE,43.448,3.0,9045.2703852,28.99,0.15,39.03
Z4.6.B.02,2019,BOTH,42.971,7.0,17397.151651,17.19,0.8,29.181
Z4.6.B.02,2019,FEMALE,63.454,5.0,8490.7069531,30.1,1.38,21.923
Z4.6.B.02,2019,MALE,24.164,2.0,8906.4446977,18.19,-0.77,38.16
Z4.6.B.02,2020,BOTH,26.937,4.0,17387.396388,15.23,0.01,26.747
Z4.6.B.02,2020,FEMALE,8.846,1.0,8492.7386216,8.85,-0.98,17.548
Z4.6.B.02,2020,MALE,45.478,3.0,8894.6577663,30.3,0.25,37.939
Z4.7.A.01,2004,BOTH,145.114,4.0,11756.242068,80.15,1.51,24.141
Z4.7.A.01,2004,FEMALE,83.182,1.0,5685.4571538,83.18,0.79,17.354
Z4.7.A.01,2004,MALE,225.453,3.0,6070.7849145,157.87,1.21,33.816
Z4.7.A.01,2005,BOTH,59.858,1.0,12416.36456,59.86,0.58,24.936
Z4.7.A.01,2005,FEMALE,87.305,1.0,6021.4080996,87.3,0.81,16.865
Z4.7.A.01,2005,MALE,0.0,0.0,6394.9564602,31.26,-1.14,35.595
Z4.7.A.01,2006,BOTH,96.654,4.0,13163.87035,54.36,1.33,24.209
Z4.7.A.01,2006,FEMALE,41.55,1.0,6367.4459297,41.55,0.54,18.961
Z4.7.A.01,2006,MALE,245.377,3.0,6796.4244203,172.53,1.24,31.565
Z4.7.A.01,2007,BOTH,43.502,1.0,14074.110764,43.5,0.43,24.627
Z4.7.A.01,2007,FEMALE,0.0,0.0,6803.0001553,29.38,-0.62,18.289
Z4.7.A.01,2007,MALE,158.144,1.0,7271.110609,158.14,0.79,33.082
Z4.7.A.01,2008,BOTH,0.0,0.0,15097.423898,13.24,-1.68,22.229
Z4.7.A.01,2008,FEMALE,0.0,0.0,7332.3513005,27.26,-0.58,15.812
Z4.7.A.01,2008,MALE,0.0,0.0,7765.0725974,25.74,-1.19,30.599
Z4.7.A.01,2009,BOTH,0.0,0.0,15901.121068,12.57,-2.0,25.195
Z4.7.A.01,2009,FEMALE,0.0,0.0,7710.9295136,25.92,-0.73,18.837
Z4.7.A.01,2009,MALE,0.0,0.0,8190.1915549,24.41,-1.38,33.61
Z4.7.A.01,2010,BOTH,9.423,1.0,16666.74655,9.42,-1.68,25.232
Z4.7.A.01,2010,FEMALE,20.532,1.0,8100.0921592,20.53,0.15,17.428
Z4.7.A.01,2010,MALE,0.0,0.0,8566.6543905,23.34,-1.51,35.286
Z4.7.A.01,2011,BOTH,21.232,2.0,17327.614737,16.49,-0.26,25.488
Z4.7.A.01,2011,FEMALE,0.0,0.0,8492.3599942,23.54,-0.79,18.587
Z4.7.A.01,2011,MALE,41.92,2.0,8835.2547427,32.11,0.24,34.139
Z4.7.A.01,2012,BOTH,16.564,2.0,18581.884634,12.94,-0.59,24.154
Z4.7.A.01,2012,FEMALE,34.844,2.0,9132.6246426,27.27,0.62,17.935
Z4.7.A.01,2012,MALE,0.0,0.0,9449.259991,21.16,-1.51,31.937
Z4.7.A.01,2013,BOTH,4.979,1.0,20012.766227,4.98,-3.62,23.005
Z4.7.A.01,2013,FEMALE,0.0,0.0,9846.6161221,20.3,-0.82,16.695
Z4.7.A.01,2013,MALE,10.182,1.0,10166.150105,10.18,-2.04,30.956
Z4.7.A.01,2014,BOTH,29.18,3.0,21024.571867,17.82,0.3,23.783
Z4.7.A.01,2014,FEMALE,56.803,3.0,10389.585658,34.77,1.14,17.13
Z4.7.A.01,2014,MALE,0.0,0.0,10634.986209,18.8,-1.72,32.318
Z4.7.A.01,2015,BOTH,58.922,5.0,21599.903073,27.58,1.24,24.775
Z4.7.A.01,2015,FEMALE,50.176,2.0,10681.317582,35.5,0.91,17.915
Z4.7.A.01,2015,MALE,60.121,3.0,10918.585491,37.0,0.72,33.338
Z4.7.A.01,2016,BOTH,0.0,0.0,22492.155056,8.89,-3.33,29.627
Z4.7.A.01,2016,FEMALE,0.0,0.0,11130.993878,17.96,-1.18,21.156
Z4.7.A.01,2016,MALE,0.0,0.0,11361.161179,17.6,-2.3,40.467
Z4.7.A.01,2017,BOTH,22.158,2.0,23471.188481,15.67,-0.46,29.394
Z4.7.A.01,2017,FEMALE,20.755,1.0,11709.399828,20.76,-0.03,21.429
